title,artist,isHot
It Was Only A Heart,Skeeter Davis,No
Across Decker's Field,Stewart Francke,No
Dancing With the Goddess (ttt rmx),Atman,No
Raag Trance,Biddu,No
Too Cool for Love,Webb Wilder,No
Snaps Drinking Woman (LP Version),Champion Jack Dupree,No
House Of Wolves (Album Version),My Chemical Romance,No
Nos plus belles années,Miossec,No
Ramblin' On My Mind,Memphis Sheiks,No
I Don't Want To Talk About It,G-Unit,No
Beast In the Broch,The Lord Weird Slough Feg,No
Will Not Fade  (Hit Parade Album Version (new Song)),Audio Adrenaline,No
Back Into Business,Milo,No
Vem Pr'a Roda,Tania Maria,No
All I Ask For (Album Version),Ill Nino,No
Street Car Blues,Sleepy John Estes,No
Dementia,Schizoid,No
Manuel's Mambo,Cal Tjader,No
I'm Over You (Album Version),Rebecca Lynn Howard,No
Fonsi,Zaïko Langa Langa,No
Snippet 15,Bare Jr.,No
Love Dump (Clean Album Version),Static-X,No
Tonight_ Te Amaré,MDO,No
Just In Case,Micachu,No
Pitch In OnA Party,DJ Quik,No
Elektro Kardiogramm (Live),Kraftwerk,No
Apotoma,Giorgos Tsalikis,No
Acordeón,Massiel,No
On My Own,Black Eyed Peas / Les Nubians / Mos Def,No
El Amor (Version Nortena),Yahir,No
Captin Kut-Cha,Kai Winding,No
Ya Lil' Crumbsnatchers (LP Version),Del Tha Funkee Homosapien,No
This House Is Haunted,Alice Cooper,No
Down On The Corner,La Portuaria,No
Assassination,Dead Prez,No
I Did it for You,David Cook,No
Alright Now,Paul Rodgers,No
Pariah,Cursed,No
Greater,Vanessa Bell Armstrong,No
Keep It Alive,Lee Ritenour,No
Secret Smile,Semisonic,No
Come On In,Washboard Sam,No
Si Es Que Te Vas,Carlos Vives,No
Bye Bye Betty Blue,The Fever,No
Getaway,KRS-One,No
Killing Machine,Aiden,No
 -start ID-,The Mad Capsule Markets,No
Exactamente Medianoche,Memphis La Blusera,No
What's True,Ziggy Marley And The Melody Makers,No
Foam Born (A) The Backtrack (Album Version),Between The Buried And Me,No
Chicken Strips (THE DEMOS version),Smut Peddlers,No
The Real Rock,Shinehead,No
Bellini: Norma: Vanne_ e li cela entrambi,Vincenzo Bellini,No
If Santa Claus Could Bring You Back To Me,Jimmy Wakely,No
Intro: The Dragon,Mix Mob,No
Mrs Scott Skinner / Mackenzie Hay / The Devil's Elbow,James Scott Skinner,No
Wrong End Of The Rainbow,Ronnie Milsap,No
Blues Do Elevador,Zeca Baleiro,No
Mis Sueños feat Norma Castro,Mario Garcia,No
Lizzie And The Rain Man,Billie Jo Spears,No
Pocket Full Of Stars,Diesel Boy,No
Battery Acid,Six Brown Brothers,No
Gief Konjunkturpaket VI,Afrob feat. Sarah,No
Hippa To Da Hoppa [Explicit Version],Ol' Dirty Bastard,No
Was Machst Du Mit Dem Knie_ Lieber Hans?,Günter Noris,No
What's in a number & Feed me lies remixes,Theodor Zox,No
Peyote,Evolution,No
Numba 1 (Tide Is High),Kardinal Offishall / Keri Hilson,No
Bastard,Peppermint Creeps,No
Ego is the drug/3am,The Frequency,No
Have It Your Way,Leigh Jones,No
Hard Pure,Pumpkin Buzzard,No
Era um dia desses,Hélio Ziskind,No
Waiting For You (I Forgive You Before I Go),Mississippi John Hurt,No
Back to '93,Caspa,No
Pig Meat On The Line,Memphis Minnie,No
We Can Do It,Steel Pulse,No
Take The Wheel,Pacha Massive,No
Der weisse Mond von Maratonga,Oesch's die Dritten,No
"Unda Da Influence"" (Snippets)",M Sane,No
Sickman,Alice In Chains,No
Chains (LP Version),THE COOKIES,No
Melancholia,The Grip Weeds,No
Hermione,Starless & Bible Black,No
La Vuelta,Gustavo A. Santaolalla,No
C.O.G. To The ATL,DJ Taz,No
Sun Shower (Single Version),Busdriver,No
The River,Curtis,No
Stand Down,Stickboy,No
All Of You,Gerald Clayton,No
Don't Look Back,Grandpa Jones,No
Juke Appeal,DJ Rashad,No
Kinghead Shuffle (Little Freddie King),Little Freddie King,No
Mother's Little Helper,Wild Horses,No
God Smack,Alice In Chains,No
Synthesizer,OutKast featuring George Clinton,No
Portland_ Oregon,The Cat's Miaow,No
A Rush Of Blood To The Head (Live In Sydney),Coldplay,No
Blue Moon,T-Bone,No
I singe dir es Lied,Kisha,No
Fantasia 6: Mudarra,Terry Muska,No
Saturday Night Special,Mars Ill,No
Samba de Paris,Kyle Eastwood,No
Ovanlär,Bröderna Djup,No
Lil' Boy Fresh,Juelz Santana,No
Sweet Harmony (LP Version),Maria Muldaur,No
Where To Piss And Shit In Oslo,Black Debbath,No
Show Me,Justin,No
Minuet in g minor,The American Boychoir,No
Borrare Tu Nombre,Mazz,No
Come Next Monday,K.T. Oslin,No
When My Ship Comes In,Eddie Cantor,No
Headlock,Esser,No
Kids Of Tragedy,Suzi Quatro,No
Kinky Afro [Remastered Version],Happy Mondays,No
Comme hier,Georges Brassens,No
Too Bad,Royal Bubble Orchestra,No
Cheer Up! Smile! Nertz!,Eddie Cantor,No
Tenhert,Tinariwen,No
New Shoes,Dottie Rambo_ The Whites,No
Dream On (LP Version),Blackfoot,No
Room 13,Black Flag,No
We Got Da Dope,Three-6 Mafia,No
Chains Of Love,Joe Turner,No
The Long Goodbye,Miranda Lee Richards,No
Melangtäras intåg i Kallsta,Sven Scholander,No
Still Caah Nicer Dan Yard,Shaggy,No
Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla...,Ramón Vargas,No
Rhapsody In Blue,Arthur Fiedler;Earl Wild;Pasquale Cardillo,No
Everybody Loves You,Helmet,No
Castle Of My Dreams,Tex Williams,No
Que Devient Ton Poing Quand Tu Tends Les Doigts,Miossec,No
Price Of The Fire,John Stewart,No
I Only Want To Love You,Nicky B,No
Stop It,The Frequency,No
Life Is Wild,The Clash,No
Es klappert die Mühle,Frederik,No
O Mein Papa,Eddie Calvert,No
Ain't Goin' To Beg You For That Stuff,The Hokum Boys,No
Long Day (Album Version),Soul Asylum,No
Is It A Myth?,K'Naan,No
Halt mich,Herbstrock,No
Lontananza,Fruko Y Sus Tesos,No
Adventure No. 8,Jim Chappell,No
Silent Movies (Album Version),Grant Geissman,No
Shawty Get Loose,DJ Nasty,No
Church_ I'm Fully Saved Today,Blind Willie Johnson,No
Pauvre Jean,Jacques Douai,No
Fruko's  Boogaloo,Fruko Y Sus Tesos,No
"Return Of The ""G",OutKast,No
Laundry & Dishes,Adrienne Pierce,No
Estoy Contigo,Selena,No
The Things That I Used To Do,Guitar Slim,No
Face,Dave Rave_ Mark McCarron,No
Vaya (Live At The Beacon Theatre),Ray Barretto,No
Life Of A Star,MIMS,No
Los Conguitos,Mongo Santamaria,No
Samba De Duas Notas,Luiz Bonfa,No
Shifty Disco Girl,Helen Love,No
Missing (Olivier Berger Mix),Nicola Fasano Feat. Paula B,No
More Than Words,Tom Barabas,No
Rosa Rio,Jim Reeves,No
Les Trois Orfèvres,Pierre Perret,No
What I Like (Womens),C.C. Adcock,No
The 4th Dimension (LP Version),Devo,No
Greatest X,Janet Jackson,No
Girle Girle,Dr Bombay,No
It Don't Mean A Thing (If It Ain't Got That Swing),Charlie Byrd,No
Heaven (LP Version),Rude Boys,No
Big Sister,I.N.T.,No
Lord of Shadows and Golden Wood,Beherit,No
Riot In Cell Block N.9,Commander Cody And His Lost Planet Airman,No
Sittin' Here With Nothing,Big Mike Griffin,No
Jah The Only One,Rocker-T,No
We've Got It All,John Davis,No
Canon In D,Tom Barabas,No
Dangerous Mood,Keb' Mo',No
Pictou County Coal,Undertakin' Daddies,No
Succotash,Claw Hammer,No
Fool For You,Rocky Hill,No
Wepons Of Mass Deception (Album),Widespread Bloodshed,No
Talking Drum (Isea '95),Chris Brown,No
We Do It Too,Modeselektor,No
Amo Dejarte Asi,Gustavo Cerati,No
Geek USA (Album Version),Between The Buried And Me,No
Alpha Beta Parking Lot,Cake,No
Pluvialus,LORE,No
La fête à la prison,Oldelaf et Monsieur D,No
Soul Of A Man,Erja Lyytinen,No
Forgiveness,Goldfinger,No
Song For Val,The Embarrassment,No
East Wind Drum Call,David & Steve Gordon,No
Le Coeur Du Volcan,Julien Clerc,No
Wasted Days And Wasted Nights,Roy Drusky,No
Don't Crush It,Kool Keith,No
The Hotness (ft. Shontelle),Rihanna,No
Elle Voulait Jouer Cabaret,Patricia Kaas,No
I Cannot Believe It's True,Phil Collins,No
I'm Gonna Let My Love Flow,Commissioned,No
25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XVII,Solomon,No
Juke Joint,Farlow-Kirch Band,No
I Love You More Than You'll Ever Know,Mick Hucknall,No
You Are Holy,4Him,No
In The Hills,Jim Chappell,No
Map Your Psyche,Busdriver featuring Abstract Rude & Ellay Khule,No
Watch Out for The Birdsongs,Goldfish,No
Friday Night,Sex Machine ft. Shèna,No
A ti,Alturas,No
We're Here To Stay,M.I.K.E.,No
Red Hot Pepper Pot,Gloria De Haven,No
Tschung Mori,Megadrums,No
Rhymin' Spielin',fIREHOSE,No
Una noche serena y obscura,Antonio Bribiesca,No
Here Comes The Big Parade,Harry Connick_ Jr.,No
On The Money,Joe McBride,No
Ask You for a Dance,Freddie McGregor,No
Terve menoo jätkänretale,Irwin Goodman,No
Precís,Casual,No
Akh Larh Gayee,Malkit Singh,No
Leaving Melbourne,TEN MADISON,No
Galope A Beira Mar,Quinteto Violado,No
Where Ya Heart At,Mobb Deep,No
Aphrodite (1999 Digital Remaster),The Edgar Broughton Band,No
Moving Mountains,Usher,No
Te Parto el Alma (inter. El Tariacuri),Varios,No
When You Were Young,The Killers,No
M. tagu va au marché,Klimperei,No
Satin Doll,The Wes Montgomery Trio,No
Suckin' On Suzie,The Hollywood Brats,No
Trouble (Studio),Buckwheat Zydeco,No
What You Want,LL Cool J / Freeway,No
Wailin',OutKast,No
A World Of My Own,Knack,No
Witch Weed (Live),Bongzilla,No
Pinned To The Ground (album version),Buzzhorn,No
Filipino Baby,Hank Locklin,No
The Boss,Lady May,No
Escapist,Nightwish,No
Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,Cesar Camargo Mariano/Helio Delmiro,No
The Cube (Live),S.U.P,No
(Bloody Paw On The) Kill Floor,Busdriver,No
I Wish My Mother Was Here,Byther Smith,No
Rain And Snow,Pentangle,No
Beyond the Light,Aberdeen,No
Gerra De De,DJ Dips,No
Inolvidable,Bebo & Cigala,No
Miracle,Bizarre Inc,No
Not Buried Deep Enough,The Gone Jackals,No
U Killed It,Lily Allen,No
Just As Much As Ever,Bert Kaempfert And His Orchestra,No
Jeffrey's Dark Side,Angelo Badalamenti,No
Someone to Watch Over Me,Frank Chacksfield,No
Myth Takes,!!!,No
OUTE ENA EFHARISTO,Despina Vandi,No
Spin,Scarlet's Remains,No
Burning In The Aftermath,The Suicide Machines,No
In A Subtle Way,Jacob Young,No
The More I See You,Eliane Elias,No
Angie (1993 Digital Remaster),The Rolling Stones,No
I Can't Be Satisfied,John Hammond,No
"Barking Dogs (From ""Piouhgd"")",Butthole Surfers,No
Nashville Parthenon,Casiotone For The Painfully Alone,No
Certain Things We Do,Lost Boyz,No
Cocain Ducks,Ec8or,No
Midnight Swim,Javier Navarrete,No
Glory Be,R.L. Burnside,No
Always And Never (Album Version),Silverstein,No
Battle Of The Rosebud / Cries,Brian Keane,No
Voices On The Corner,Jason Miles,No
Crossfire,Stevie Ray Vaughan,No
Kassie Jones,Alice Stuart,No
Wicker Chair,Kings Of Leon,No
Forming,The Germs,No
Too Much Saturn,Francis Dunnery,No
Driving Home For Christmas,Chris Rea,No
Make Me Over,Vickie Winans,No
Mafuá,Yamandu Costa,No
Auguri Cha Cha,Bob Azzam,No
Broken-Down Merry-Go-Round,Jimmy Wakely,No
Give Me 40 Acres (To Turn This Rig Around),The Willis Brothers,No
Tonight Will Be Alright,Lionel Richie,No
Caught In A Dream,Tesla,No
La Culpa,Andy Andy,No
Synthetic Dream,lextrical,No
Sohna Nee Sohna Data,Faiz Ali Faiz,No
The Urgency (LP Version),Wayne Watson,No
Tous Les Garçons Et Les Filles,Eurythmics,No
Spooks In Space,Perrey And Kingsley,No
Deform (live),The Berzerker,No
Movement 4 [from Kiss] (Album Version),John Cale,No
Get Back Down,Boogie Pimps,No
Have Yourself A Merry Little Christmas,Hem,No
Ernesto Nazareth,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,No
Kako mi je pitas sad,Ana Bekuta,No
Quiero Ir Ao Mar,Carlos Nuñez,No
The Owl and the Pussy-cat,Igor Stravinsky,No
Same Man,Till West & DJ Delicious,No
Until You Love Someone,Dean Martin,No
Nutty Block,Rodney O & Joe Cooley,No
Part One From Triomusic,Strata,No
Hello Young Lovers (LP Version),James Darren,No
Set You Free This Time,Gene Clark,No
Hai Shava,Malkit Singh,No
Stream,Suzanne Ciani,No
An ti chans',Edith Lefel,No
Human Cannonball,Loudon Wainwright III,No
Sabor Guajiro,Roberto Torres,No
Hell,Foo Fighters,No
President Johnson,Citizen Kaned,No
Hate,Organized Konfusion,No
Ma Louise,Maurice Chevalier,No
I Want You (Forever),Carl Cox Vs Yousef,No
Mangos,Kai Winding,No
Le tortillard,Bézu,No
Grim Prospects (Gross Prospects - Bad Trip Remix),Schizoid,No
Teräslintu,Solistiyhtye Suomi,No
WKYA (drop),Redman,No
Relax,2-4 Grooves feat. Reki D.,No
Lead Me Lord,The Brooklyn Tabernacle Choir,No
Now's The Time To Fall In Love,Eddie Cantor,No
A Distant Voice,Sonny Simmons,No
We're Gonna Go Fishin',Hank Locklin,No
Inside Job,Pearl Jam,No
The Czar: Usurper/Escape/Martyr/Spiral (Album Version),Mastodon,No
Robbers Kill Cop,BT,No
Spontanous Combustion,Ellen McIlwaine,No
Choro,Vince Guaraldi / Bola Sete,No
Openbare Weg,Mira,No
Drunk Alone,React,No
Sudanese Dance,Xcultures,No
Panama (Remastered Album Version),Van Halen,No
Ota kiinni,Murskahumppa,No
Wanna Be A Player,Heavy D / McGruff,No
Where The Thunder Roars (Tales Of Wonder Album Version),White Heart,No
Stone Cold Fingers (Bonus Track),Leland Martin,No
All Rise,Scott Wesley Brown,No
Our Love Is Here To Stay,Pery Ribeiro,No
Para Milladoiro,Susana Seivane,No
Jogo Limpo,Flávio José,No
Snowball,Test Icicles,No
Going Down Slow,Mance Lipscomb,No
Charisma,Sven Tasnadi,No
(We Don't Need This) Fascist Groove Thang,Heaven 17,No
Silent Hill,Moss,No
Dearly Beloved,Norrie Paramor,No
Orgofart,Descendents,No
Twist and Shout,The Shangri-Las,No
Crazy Mixed Up World,Faye Adams,No
In This Life,Cama,No
Cowboy Ways,James Hunter,No
Crawl Before You Ball (Album Version),Saafir,No
The Emperor Falls,John Wesley,No
Setanta matins,Elena,No
¿Dónde va Chichi?,Sierra Maestra,No
Laws Patrolling (Album Version),Mike Jones (Featuring CJ_ Mello & Lil' Bran),No
Superconfidential,Clp,No
Johnny Loves Me (LP Version),Shelley Fabares,No
James (Hold The Ladder Steady),SUE THOMPSON,No
It Makes No Difference Now,Billie Jo Spears,No
I Think My Wife Is Running Around On Me (Taco Hell),Tim Wilson,No
Do You Finally Need A Friend,Terry Callier,No
Setting Fire to Sleeping Giants,The Dillinger Escape Plan,No
Made Like This (Live),Five Bolt Main,No
Simon's Folly,Dharma Bums,No
Kolomeyke,Mish Mash,No
Brasas Vivas,Nelson Ned,No
The Look Of Love,Gary Hobbs,No
Bitch Is Back,L.A. Guns,No
Born and Raised In Compton,DJ Quik,No
Take A Look  (LP Version),Natalie Cole,No
Amalgama,Word,No
Bulgarian Dream,Kiril Valeri,No
Naked Albino,Bare Jr.,No
Sweet By And By,The Jordanaires,No
Christlike Roche,The Roches,No
They Say (Album),Jupiter Rising,No
You Rascal You,Bob Margolin,No
More And More  (LP Version),Marvin Sapp,No
Medicate Myself,The Verve Pipe,No
Groovin' In The Midnight,Maxi Priest,No
Biding Her Time,Bob Neuwirth,No
High Tide,Richard Souther,No
Waiting,Porcupine Tree,No
Una Sopita De Tu Propio Chocolate,Angélica María,No
Cold Icy Floor,New Roanoke Jug Band,No
Wings,4Him,No
When He Was On The Cross (I Was On His Mind),The Paynes,No
How It Feels,Juggler,No
Marashi Ya Pemba,Ndala Kasheba,No
I Gotta Keep Dancing,Corona,No
Im Slowly Turning Into You,The White Stripes,No
It Is Us,Mudhoney,No
Get It Started,2Fresh,No
Boring,Lifer,No
Riot Squad (1991 Digital Remaster),Bad Brains,No
Independentia,US Coast Guard Band,No
Bury You,Lollipop Lust Kill,No
Ghosts,Chariots,No
Pedagogy for the Oppressed (Album Version),Scalplock,No
Rakkautta Kööpenhaminassa - Förälskad i Köpenhamn -,Erkki Junkkarinen,No
Lo Mismo Que Yo (Bonus Track),Bacilos,No
Trade Winds,Judy Mowatt,No
This Will Be Laughing Week,Ultimate Fakebook,No
Le Temps Des Cerises,Toots Thielemans,No
Musica Sacra Nova: Morgen I Frydenlund,John Tchicai,No
Estas hecha para mi (Directo 09),Carlos Baute,No
Boxing Day,The Pineapple Thief,No
Only Me,Charlie Rich,No
Why Don't You Do Right,Barbara Lusch,No
Telê,Hélio Ziskind,No
Beautiful Maria of My Soul,Virtuoso,No
Hate Zone,Brand X,No
I Must See Jesus,Michael Bloomfield,No
Probka (Latvia),Intars Busulis,No
No Love No Nothing,Marlene Dietrich,No
Feels Good To Be Free,Karen Peck And New River,No
Contact,Dive,No
Highland,Bill Douglas,No
Badd Indian,Apache Indian,No
Fly to zion,Wilks featuring doniki,No
Autumn In New York,Chico Hamilton,No
Since I Met You Baby,Kenny Neal,No
It's Not Whatcha Got (Fondling Club Mix),Andréa,No
Where Is My Mind (XFM Live Version),Placebo,No
Resurrection Man,Heaven 17,No
El Termometro,Orquesta Broadway,No
Grottans Barn,Finntroll,No
Your Silence,The Suicide Machines,No
Verdad Amarga,Los Solitarios,No
When Will They Shoot? (Explicit),Ice Cube,No
Blott En Dag,Mons Leidvin Takle,No
Spaz's House Destruction Party,Anti-Flag,No
This Heart Of Mine,Josh White,No
Mai [Live],Josh Groban,No
The Sirius Deception (Album Version),Nicholas Hooper,No
Catharsis Of A Heretic,The Ocean,No
Say What!?!,Chris Standring,No
King Of Rock,RUN-DMC,No
Indianola,Steve Azar,No
Tired,Moonspell,No
This Lullaby,Queens Of The Stone Age,No
Colombine,Georges Brassens,No
Matador,Los Fabulosos Cadillacs,No
You're Killing My Love,Michael Bloomfield,No
Would You Like To Take A Walk?,Marion Harris,No
Six,Faithless,No
A Little Tear,Willie Bobo,No
Razor,Foo Fighters,No
Le Bal Du P'tit Jardin,Gus Viseur,No
I Can't Quit You Baby (Live) [Never Released],The Fabulous Thunderbirds,No
Sous Les Ponts De Paris (Valse),Jo Privat,No
Dance Hall Days,Wang Chung,No
Paperman_ Fly In The Sky - Original,Chris Farlowe,No
Lift (Joi Blarneyformasian),Azukx,No
Stumblin' Man (Album),Tad,No
Hack 1/Charlie X,Information Society,No
Hips Don't Lie (featuring Wyclef Jean),Shakira Featuring Wyclef Jean,No
Exchange,Abraham Laboriel,No
Mozart,Suzanne Ciani,No
Bloco Da Solidao (1996 Digital Remaster),Maysa,No
Marie D'Aquitaine,Michèle Arnaud,No
Northern Downpour (Album Version),Panic At The Disco,No
Stille nacht_ heilige nacht,The American Boychoir,No
Nine Ways,JDS,No
Will You Love Me Tomorrow,The Shirelles,No
New Age,Daniela Dessì,No
What Are We Here For,Gary Moore,No
Master Of Disharmony,Dimmu Borgir,No
Sun Is Shining,Deekline & Wizard,No
Wig,The B-52's,No
God Save the Queen (Live),Sex Pistols,No
(This Is Not A) Love Song (Live),Public Image Ltd,No
Everything Changes,Soular,No
2190 Dias Contigo,Sven Tasnadi,No
No Control,Eddie,No
Christmas In Jamaica,Toni Braxton Featuring Shaggy,No
Letter To Heaven,Dolly Parton,No
Festa,Gil Semedo,No
Grim Prospects (Version 2 Remix),Schizoid,No
Te Hacen Falta Vitaminas,Soda Stereo,No
Sense And Trick,Xmilk,No
I Got Over It (Album Version),Robben Ford,No
Hanging On (Medium Key Performance Track Without Background Vocals),Britt Nicole,No
Juoksuhauta-twist (Elämä juoksuhaudoissa),The Avengers,No
A'chek Ouyounik (2009 Digital Remaster),Ragheb Alama,No
One Less Bell To Answer,Brazilian Tropical Orchestra,No
Fire (Oscar G Space Vocal Mix),Dolce; Oscar G.,No
The Vitalized Shell,Enthroned,No
Lend Me Your Chopper,Johnny Osbourne,No
Gossippo Perpetuo,Perrey And Kingsley,No
Heaven is Where The Heart Is,Rance Allen Group,No
Ciao Milan,Milan Band,No
Perasmena Mesanihta,Dakis,No
La Piel de Tu Alma,Tito Rodriguez_ Louie Ramirez,No
Ubi Caritas,Cantara,No
My Record Company,K's Choice,No
About Last Night (LP Version),Vitamin C,No
Inferior (Late Night Version),Zuma,No
DEFCON 4,John Frizzell,No
Rakkauden veteraani,Kari Tapio,No
Wo Men De Fei Leng Cui,Steve Chou,No
Somewhere,Bob Carlisle,No
Surf of Syn,GWAR,No
Une petite pause,Pascal Sangla,No
She's So Tough,Mink DeVille,No
Keinu Kanssani (2003 Digital Remaster),J. Karjalainen & Mustat Lasit,No
Hush,Mongo Santamaria,No
Let's Go Home,Bert Kaempfert And His Orchestra,No
Bahama Lullaby,Blind Blake & The Royal Victoria Hotel Calypsos,No
Disciplinarian,Margaret Smith,No
Mazurcas das Rías Baixas,Susana Seivane,No
Coolsville (Live Acoustic Version),Rickie Lee Jones,No
Love My Way,William Orbit,No
Just Want To See Ya,Pacha Massive,No
No Regrets,Gob,No
When Morning Comes To Town,The Field Mice,No
Love's Been Good To Me,Carl Belew,No
Poor Tom (Album Version),Led Zeppelin,No
Carpe PM,The Secret Life of Teenage Girls,No
Wounded Hearts,Sandi Thom,No
Freedom Enough (From Silent Mother Nature),Catherine Howe,No
Who Shot Ya (Amended Album Version),The Notorious B.I.G.,No
C'est Moi,Rupa & the April Fishes,No
Angel Food,Steve Vai,No
Pseudoephedrine,Nick Conolly,No
Boogie Man,Freddie King,No
Girl From A Pawnshop,The Black Crowes,No
Perfection Design,Amoral,No
Memorabilia,Nine Inch Nails,No
Ruff Ryder's Anthem (Guide Vocal),Karaoke (Made famous by DMX),No
Aqui Estoy,Mr. Grillo,No
Je me sens libre,Yvette,No
Peace Prayer,Dhamika,No
You Made The Difference To My Life (LP Version),Ben E. King,No
Meditations,Joanna Connor,No
Death Don't Have No Mercy,Hot Tuna,No
